HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Sp Gijon,Granada,3,3,D,16,14,6,7,10,13,6,1,3,4,0,2
Vallecano,Espanol,3,0,H,13,9,7,3,15,11,6,5,2,1,1,1
Celta,Real Madrid,1,3,A,17,14,7,8,17,16,5,7,4,1,1,0
Granada,Betis,1,1,D,17,7,7,2,8,11,3,3,3,3,0,0
Malaga,La Coruna,2,0,H,9,10,4,1,11,10,3,5,0,1,0,0
Sevilla,Getafe,5,0,H,22,6,13,0,18,15,7,3,1,1,0,1
Ath Madrid,Valencia,2,1,H,16,6,8,1,26,10,9,2,4,4,0,0
Barcelona,Eibar,3,1,H,14,7,5,5,14,18,6,2,3,5,1,0
Las Palmas,Villarreal,0,0,D,6,5,2,0,12,14,6,6,1,2,0,0
Levante,Sociedad,0,4,A,13,13,3,6,24,15,10,3,4,3,1,0
Ath Bilbao,Sp Gijon,3,0,H,20,6,6,0,8,15,9,3,1,3,0,0
La Coruna,Ath Madrid,1,1,D,7,12,3,3,4,9,1,5,2,0,0,0
Getafe,Barcelona,0,2,A,6,14,0,6,10,3,3,5,3,0,0,0
Real Madrid,Las Palmas,3,1,H,17,8,11,5,12,9,6,3,0,3,0,0
Sociedad,Celta,2,3,A,20,16,5,8,9,12,8,7,2,5,0,0
Valencia,Levante,3,0,H,13,10,6,5,19,21,5,5,2,3,0,0
Villarreal,Sevilla,2,1,H,11,6,5,3,17,14,7,5,5,3,0,0
Betis,Ath Bilbao,1,3,A,11,23,3,9,9,13,7,9,2,4,0,0
Eibar,Vallecano,1,0,H,12,6,1,2,17,11,2,6,2,3,0,0
Espanol,Granada,1,1,D,10,9,4,5,16,19,5,6,1,6,1,0
Sp Gijon,Malaga,1,0,H,8,13,6,5,11,8,7,5,1,3,0,0
Las Palmas,Sociedad,2,0,H,8,11,4,6,17,14,0,8,1,4,0,0
Celta,Valencia,1,5,A,17,9,3,5,16,27,15,5,1,3,0,0
Eibar,Getafe,3,1,H,16,10,7,4,13,9,5,7,3,1,0,1
Levante,La Coruna,1,1,D,15,9,5,5,13,10,9,5,4,2,0,0
Malaga,Betis,0,1,A,12,7,5,2,16,12,6,3,2,5,0,0
Vallecano,Granada,2,1,H,7,8,2,2,15,14,4,1,2,3,1,0
Ath Bilbao,Espanol,2,1,H,8,5,2,1,17,25,4,5,2,6,0,0
Ath Madrid,Sp Gijon,1,0,H,15,9,3,2,14,15,5,1,4,3,0,0
Barcelona,Villarreal,3,0,H,20,5,9,2,12,19,7,2,5,3,0,0
Sevilla,Real Madrid,3,2,H,14,28,5,10,13,11,4,6,1,1,0,0
Espanol,Malaga,2,0,H,7,14,3,5,20,16,3,8,3,2,0,0
La Coruna,Celta,2,0,H,5,6,2,4,16,13,2,10,6,3,0,0
Real Madrid,Barcelona,0,4,A,13,18,7,7,13,10,10,4,3,2,1,0
Sociedad,Sevilla,2,0,H,14,12,7,5,6,14,7,5,2,1,0,0
Valencia,Las Palmas,1,1,D,9,18,3,7,22,12,1,8,3,3,0,0
Betis,Ath Madrid,0,1,A,6,11,3,4,12,8,2,6,1,4,0,0
Granada,Ath Bilbao,2,0,H,8,11,1,6,21,15,2,7,6,3,0,0
Sp Gijon,Levante,0,3,A,13,13,2,6,15,15,5,3,4,5,0,0
Villarreal,Eibar,1,1,D,12,17,5,7,8,13,12,6,3,2,0,1
Getafe,Vallecano,1,1,D,15,8,8,4,20,15,5,7,5,4,0,0
Levante,Betis,0,1,A,14,11,1,5,12,15,7,4,6,4,1,1
Ath Madrid,Espanol,1,0,H,21,5,6,0,16,26,6,2,0,4,0,0
Barcelona,Sociedad,4,0,H,11,10,6,2,11,14,6,4,0,5,0,0
Celta,Sp Gijon,2,1,H,6,9,4,2,14,9,3,5,3,0,0,0
Las Palmas,La Coruna,0,2,A,8,10,5,5,14,13,6,4,4,3,0,0
Malaga,Granada,2,2,D,12,11,7,4,15,20,7,4,2,6,1,0
Eibar,Real Madrid,0,2,A,8,17,3,6,20,7,6,5,3,4,0,0
Getafe,Villarreal,2,0,H,11,7,5,0,11,15,6,6,4,2,0,0
Sevilla,Valencia,1,0,H,15,0,5,0,26,20,17,0,3,2,0,2
Vallecano,Ath Bilbao,0,3,A,15,10,3,4,16,14,6,2,4,0,0,1
Betis,Celta,1,1,D,27,5,6,1,9,16,8,0,5,5,0,1
Granada,Ath Madrid,0,2,A,18,11,3,4,7,8,6,8,2,1,0,0
La Coruna,Sevilla,1,1,D,8,8,4,2,10,9,6,2,2,3,0,0
Real Madrid,Getafe,4,1,H,16,7,8,3,9,12,3,4,1,0,0,0
Valencia,Barcelona,1,1,D,10,16,3,5,13,15,0,6,3,1,0,0
Ath Bilbao,Malaga,0,0,D,11,7,2,2,7,21,6,1,2,3,1,0
Sociedad,Eibar,2,1,H,10,5,7,1,12,16,4,3,3,3,0,0
Sp Gijon,Las Palmas,3,1,H,21,12,9,7,9,10,8,4,2,1,0,1
Villarreal,Vallecano,2,1,H,14,8,5,4,16,14,5,4,1,4,0,0
Espanol,Levante,1,1,D,9,12,1,5,13,14,2,6,4,5,0,0
Getafe,Sociedad,1,1,D,9,10,5,6,15,12,5,5,3,3,0,0
Barcelona,La Coruna,2,2,D,17,13,7,4,4,11,6,2,0,2,0,0
Celta,Espanol,1,0,H,16,6,3,2,13,23,4,9,3,2,1,0
Las Palmas,Betis,1,0,H,16,8,4,2,10,9,2,2,3,0,0,0
Levante,Granada,1,2,A,7,8,5,3,25,27,2,1,2,2,0,0
Sevilla,Sp Gijon,2,0,H,18,4,7,1,13,10,3,1,3,2,0,1
Ath Madrid,Ath Bilbao,2,1,H,8,10,4,5,13,10,3,6,1,1,0,0
Eibar,Valencia,1,1,D,14,6,5,1,20,14,9,2,4,4,1,1
Vallecano,Malaga,1,2,A,13,15,3,5,13,17,6,7,1,2,0,0
Villarreal,Real Madrid,1,0,H,7,20,3,1,11,9,3,9,2,2,0,0
Betis,Sevilla,0,0,D,12,8,0,2,23,19,8,8,7,5,0,0
Espanol,Las Palmas,1,0,H,12,9,2,4,29,21,7,5,4,4,0,0
La Coruna,Eibar,2,0,H,13,13,3,1,10,11,9,8,0,2,1,0
Valencia,Getafe,2,2,D,12,9,7,3,13,20,5,1,2,6,0,0
Ath Bilbao,Levante,2,0,H,18,6,7,1,15,17,10,3,0,5,0,0
Granada,Celta,0,2,A,11,10,1,4,17,11,9,3,4,2,0,0
Malaga,Ath Madrid,1,0,H,17,6,4,3,9,13,4,1,3,4,0,1
Real Madrid,Vallecano,10,2,H,30,9,15,4,12,12,10,4,1,2,0,2
Sociedad,Villarreal,0,2,A,16,7,2,5,12,21,9,1,2,1,0,0
Barcelona,Betis,4,0,H,16,11,7,4,16,20,2,3,1,3,0,0
Celta,Ath Bilbao,0,1,A,7,13,3,5,11,11,3,3,3,4,0,0
Eibar,Sp Gijon,2,0,H,16,6,5,0,16,17,5,7,3,3,0,0
Getafe,La Coruna,0,0,D,15,10,5,3,9,8,9,2,3,1,0,0
Las Palmas,Granada,4,1,H,7,11,4,4,5,21,4,4,2,5,0,1
Levante,Malaga,0,1,A,7,9,1,5,20,12,6,5,7,5,0,0
Real Madrid,Sociedad,3,1,H,23,13,13,2,12,9,13,2,1,4,0,0
Sevilla,Espanol,2,0,H,15,12,10,1,15,16,6,6,3,3,0,0
Vallecano,Ath Madrid,0,2,A,10,17,3,6,12,15,3,8,3,3,0,0
Villarreal,Valencia,1,0,H,9,6,3,2,21,19,3,6,1,3,0,0
Ath Madrid,Levante,1,0,H,16,9,2,1,12,14,13,1,0,4,0,0
Espanol,Barcelona,0,0,D,4,10,1,2,22,10,6,10,5,3,0,0
Malaga,Celta,2,0,H,14,8,4,1,22,11,5,2,4,2,0,1
Ath Bilbao,Las Palmas,2,2,D,16,11,5,5,24,13,5,5,3,4,0,0
Betis,Eibar,0,4,A,9,6,5,5,16,14,6,2,4,3,0,0
Granada,Sevilla,2,1,H,9,14,4,7,17,13,2,9,2,2,0,1
La Coruna,Villarreal,1,2,A,11,6,4,4,13,11,9,3,3,3,0,0
Valencia,Real Madrid,2,2,D,11,17,4,4,18,17,4,7,1,1,0,1
Vallecano,Sociedad,2,2,D,12,15,5,7,15,11,7,7,3,3,0,0
Sp Gijon,Getafe,1,2,A,17,11,4,2,13,14,4,2,3,3,0,0
Barcelona,Granada,4,0,H,17,8,8,4,14,19,7,0,1,4,0,0
Getafe,Betis,1,0,H,8,11,3,2,19,11,8,4,1,3,0,0
Levante,Vallecano,2,1,H,10,10,4,4,16,15,5,5,5,1,0,0
Real Madrid,La Coruna,5,0,H,23,18,9,4,9,8,5,9,0,3,0,0
Sevilla,Ath Bilbao,2,0,H,4,11,4,3,14,13,6,8,2,3,0,0
Celta,Ath Madrid,0,2,A,6,10,1,3,14,14,4,4,2,1,0,0
Eibar,Espanol,2,1,H,20,7,6,4,13,15,8,2,3,2,0,0
Las Palmas,Malaga,1,1,D,5,11,3,3,21,11,2,5,5,4,0,0
Sociedad,Valencia,2,0,H,24,10,7,3,16,13,5,6,3,4,0,0
Villarreal,Sp Gijon,2,0,H,7,12,4,2,10,12,3,9,4,2,0,0
Celta,Levante,4,3,H,14,17,6,7,14,16,6,2,1,4,0,0
Sevilla,Malaga,2,1,H,8,14,4,3,21,21,6,4,2,2,1,1
Sociedad,La Coruna,1,1,D,16,7,6,4,9,11,9,4,1,3,0,0
Villarreal,Betis,0,0,D,9,15,2,2,12,11,7,11,2,1,0,0
Barcelona,Ath Bilbao,6,0,H,20,9,8,3,6,7,6,2,2,2,0,1
Getafe,Espanol,3,1,H,18,13,4,6,12,13,3,7,2,2,0,0
Las Palmas,Ath Madrid,0,3,A,11,11,3,5,7,21,3,4,0,2,0,0
Real Madrid,Sp Gijon,5,1,H,17,9,10,2,10,15,4,4,1,1,0,0
Valencia,Vallecano,2,2,D,13,18,5,8,17,20,7,9,1,3,0,0
Eibar,Granada,5,1,H,12,4,7,1,11,17,3,2,1,4,0,0
Sp Gijon,Sociedad,5,1,H,11,9,7,3,13,12,6,2,2,2,0,0
Espanol,Villarreal,2,2,D,11,14,5,5,12,15,3,9,3,1,1,0
Granada,Getafe,3,2,H,20,9,9,2,12,16,5,3,3,3,0,0
Malaga,Barcelona,1,2,A,15,12,9,6,16,9,4,3,3,3,0,0
Vallecano,Celta,3,0,H,26,3,10,1,20,13,7,1,3,5,0,0
Ath Bilbao,Eibar,5,2,H,10,9,5,2,13,14,7,2,2,2,0,0
Ath Madrid,Sevilla,0,0,D,21,7,3,1,13,13,8,5,4,3,0,1
Betis,Real Madrid,1,1,D,4,18,2,8,17,13,1,9,3,2,0,0
La Coruna,Valencia,1,1,D,10,10,2,3,13,9,8,6,3,3,0,0
Levante,Las Palmas,3,2,H,12,13,8,4,22,11,2,4,2,4,1,0
Barcelona,Ath Madrid,2,1,H,10,7,4,4,7,18,8,6,0,3,0,2
Eibar,Malaga,1,2,A,11,7,3,4,9,15,1,2,1,3,0,0
Getafe,Ath Bilbao,0,1,A,11,13,3,3,13,18,7,5,2,5,1,0
Sociedad,Betis,2,1,H,11,8,4,1,13,9,3,4,1,4,0,0
Villarreal,Granada,1,0,H,12,7,6,2,10,11,8,0,4,3,0,0
Las Palmas,Celta,2,1,H,13,5,5,2,13,18,7,3,6,2,0,1
Real Madrid,Espanol,6,0,H,18,15,7,5,20,20,3,1,1,5,0,0
Sevilla,Levante,3,1,H,14,22,8,4,8,8,5,9,1,1,0,0
Valencia,Sp Gijon,0,1,A,16,7,3,3,15,21,6,3,0,2,0,0
La Coruna,Vallecano,2,2,D,17,7,5,3,6,15,5,4,0,0,0,0
Malaga,Getafe,3,0,H,8,6,4,2,10,10,4,6,3,3,0,0
Ath Bilbao,Villarreal,0,0,D,10,2,1,2,19,20,5,3,4,4,1,1
Ath Madrid,Eibar,3,1,H,13,6,4,2,15,18,5,2,2,3,0,0
Sp Gijon,La Coruna,1,1,D,11,5,2,4,10,13,4,3,2,2,0,0
Vallecano,Las Palmas,2,0,H,18,9,8,4,16,15,5,5,3,1,0,0
Betis,Valencia,1,0,H,6,7,2,2,17,19,4,5,4,5,0,1
Celta,Sevilla,1,1,D,25,9,5,2,15,16,10,5,3,3,0,1
Granada,Real Madrid,1,2,A,14,14,2,4,20,8,3,6,3,2,0,0
Levante,Barcelona,0,2,A,11,11,3,4,15,10,2,5,4,3,0,0
Espanol,Sociedad,0,5,A,5,12,1,6,13,11,4,5,1,2,0,0
Sp Gijon,Vallecano,2,2,D,11,15,5,4,14,12,3,7,3,4,0,0
La Coruna,Betis,2,2,D,25,4,11,2,14,13,11,0,1,0,0,0
Real Madrid,Ath Bilbao,4,2,H,19,10,9,3,6,8,5,2,1,2,1,0
Valencia,Espanol,2,1,H,17,19,4,6,8,19,9,9,1,3,0,0
Villarreal,Malaga,1,0,H,12,7,5,2,13,15,5,1,2,1,0,0
Barcelona,Celta,6,1,H,19,10,11,4,10,16,1,1,0,4,0,0
Eibar,Levante,2,0,H,15,8,6,3,15,12,8,2,3,2,0,0
Getafe,Ath Madrid,0,1,A,11,6,0,3,9,9,5,4,2,3,0,0
Sevilla,Las Palmas,2,0,H,9,11,5,3,15,11,8,3,1,3,0,0
Sociedad,Granada,3,0,H,12,15,6,2,9,18,7,13,1,2,0,0
Sp Gijon,Barcelona,1,3,A,6,17,2,8,11,7,1,4,2,1,0,0
Levante,Getafe,3,0,H,12,14,6,6,12,13,6,8,2,2,0,0
Betis,Sp Gijon,1,1,D,17,4,6,3,15,25,10,4,2,3,0,0
Celta,Eibar,3,2,H,14,7,9,3,6,25,6,1,3,2,0,0
Espanol,La Coruna,1,0,H,16,17,9,3,19,4,7,4,3,1,0,0
Las Palmas,Barcelona,1,2,A,16,13,3,8,10,13,3,6,1,2,0,0
Ath Bilbao,Sociedad,0,1,A,9,9,2,4,21,16,9,3,7,6,0,0
Ath Madrid,Villarreal,0,0,D,12,5,3,0,11,13,10,2,2,2,0,0
Granada,Valencia,1,2,A,15,10,4,6,18,18,6,3,2,3,0,0
Malaga,Real Madrid,1,1,D,11,14,5,7,14,12,6,6,5,2,0,0
Vallecano,Sevilla,2,2,D,13,14,4,7,14,23,3,17,6,2,0,0
Eibar,Las Palmas,0,1,A,10,12,4,4,16,9,6,6,4,1,0,0
Betis,Vallecano,2,2,D,20,11,4,4,16,15,8,8,2,3,0,0
Getafe,Celta,0,1,A,14,9,2,3,11,14,4,5,3,4,0,0
Real Madrid,Ath Madrid,0,1,A,15,9,3,5,15,13,2,5,3,4,0,0
Sociedad,Malaga,1,1,D,11,8,3,3,17,14,8,3,4,5,0,0
Sp Gijon,Espanol,2,4,A,13,12,5,7,14,14,5,2,5,2,1,0
Barcelona,Sevilla,2,1,H,17,11,8,4,13,10,6,7,3,2,0,0
La Coruna,Granada,0,1,A,13,10,2,3,12,12,6,6,2,3,1,0
Valencia,Ath Bilbao,0,3,A,9,13,3,4,9,13,7,7,2,0,0,0
Villarreal,Levante,3,0,H,9,7,3,1,15,12,3,4,0,2,0,1
Ath Madrid,Sociedad,3,0,H,12,7,5,1,19,10,8,1,1,2,0,0
Las Palmas,Getafe,4,0,H,11,10,5,2,20,12,2,6,5,2,0,1
Ath Bilbao,La Coruna,4,1,H,12,7,6,4,5,14,1,2,1,3,0,0
Celta,Villarreal,0,0,D,11,6,4,3,9,2,2,1,2,5,0,0
Levante,Real Madrid,1,3,A,11,21,4,8,12,11,3,10,2,1,0,0
Malaga,Valencia,1,2,A,10,11,1,2,19,16,4,5,6,5,0,0
Sevilla,Eibar,1,0,H,14,11,4,6,12,13,12,6,1,2,0,1
Espanol,Betis,0,3,A,16,9,3,6,20,13,5,0,4,2,0,0
Granada,Sp Gijon,2,0,H,13,4,8,0,24,13,4,1,7,3,0,1
Vallecano,Barcelona,1,5,A,8,20,4,8,17,9,3,5,0,2,2,0
Getafe,Sevilla,1,1,D,13,7,3,4,12,14,10,9,5,2,0,0
La Coruna,Malaga,3,3,D,14,5,7,2,11,13,10,4,4,2,0,1
Real Madrid,Celta,7,1,H,20,8,12,3,13,12,10,5,2,3,0,0
Villarreal,Las Palmas,0,1,A,13,10,2,3,9,8,6,2,1,2,0,0
Betis,Granada,2,0,H,10,10,4,4,9,19,6,4,3,7,1,1
Eibar,Barcelona,0,4,A,7,9,0,7,18,10,6,2,3,2,0,0
Sociedad,Levante,1,1,D,15,10,3,3,12,16,10,3,3,3,0,0
Sp Gijon,Ath Bilbao,0,2,A,5,10,1,6,17,14,3,0,1,1,0,1
Valencia,Ath Madrid,1,3,A,10,21,3,5,13,11,6,7,1,1,1,0
Espanol,Vallecano,2,1,H,9,7,8,1,16,15,8,3,3,4,1,0
Malaga,Sp Gijon,1,0,H,13,9,3,4,8,13,3,4,2,4,0,0
Ath Madrid,La Coruna,3,0,H,15,6,7,2,12,8,10,1,1,1,0,0
Barcelona,Getafe,6,0,H,16,6,9,1,7,13,5,3,0,3,0,0
Celta,Sociedad,1,0,H,7,15,1,6,21,9,5,3,3,2,0,0
Vallecano,Eibar,1,1,D,12,7,3,1,17,18,8,0,5,1,0,1
Ath Bilbao,Betis,3,1,H,18,3,9,1,12,9,5,6,1,0,0,0
Las Palmas,Real Madrid,1,2,A,15,12,6,4,10,13,6,5,4,3,0,1
Levante,Valencia,1,0,H,13,6,6,1,16,16,8,0,2,4,0,0
Sevilla,Villarreal,4,2,H,14,13,4,6,10,12,5,8,1,1,1,0
Granada,Espanol,1,1,D,8,10,1,2,12,20,2,8,5,3,1,0
Getafe,Eibar,1,1,D,8,20,4,6,12,12,3,3,1,2,0,0
Betis,Malaga,0,1,A,16,13,5,5,15,9,5,7,3,2,0,0
Granada,Vallecano,2,2,D,11,22,2,6,8,9,6,12,1,5,1,0
La Coruna,Levante,2,1,H,15,7,6,1,8,12,2,1,2,3,0,0
Sociedad,Las Palmas,0,1,A,13,12,3,7,16,17,11,5,4,5,0,0
Sp Gijon,Ath Madrid,2,1,H,12,4,3,1,14,11,7,2,5,2,0,0
Espanol,Ath Bilbao,2,1,H,16,14,7,4,7,13,6,2,3,3,0,0
Real Madrid,Sevilla,4,0,H,26,8,12,4,10,9,8,8,2,2,0,0
Valencia,Celta,0,2,A,14,13,4,6,14,14,4,5,1,0,0,0
Villarreal,Barcelona,2,2,D,15,15,6,6,17,9,4,4,8,4,0,0
Vallecano,Getafe,2,0,H,16,14,7,3,10,10,9,6,4,5,1,0
Ath Madrid,Betis,5,1,H,19,8,12,5,14,12,5,5,1,3,0,0
Barcelona,Real Madrid,1,2,A,14,14,3,6,17,15,4,3,3,2,0,1
Celta,La Coruna,1,1,D,9,7,2,3,15,8,11,0,4,2,0,1
Las Palmas,Valencia,2,1,H,13,7,6,4,8,17,8,2,2,4,0,0
Ath Bilbao,Granada,1,1,D,8,9,1,2,16,14,13,1,2,5,0,0
Eibar,Villarreal,1,2,A,10,8,3,4,15,12,4,3,3,3,0,0
Malaga,Espanol,1,1,D,11,5,5,1,14,15,5,1,2,4,0,0
Sevilla,Sociedad,1,2,A,15,9,6,2,22,12,8,3,4,3,0,1
Levante,Sp Gijon,0,0,D,16,11,4,1,17,12,4,6,4,4,1,0
Granada,Malaga,0,0,D,9,9,1,2,14,10,5,5,1,3,0,0
Betis,Levante,1,0,H,7,12,2,3,13,18,4,3,4,3,0,0
Espanol,Ath Madrid,1,3,A,10,14,3,5,13,14,3,5,2,2,0,0
Real Madrid,Eibar,4,0,H,13,9,6,2,9,13,6,7,1,3,0,0
Sociedad,Barcelona,1,0,H,5,13,1,6,14,13,5,9,1,3,0,0
Ath Bilbao,Vallecano,1,0,H,14,12,7,4,8,14,0,5,1,3,0,0
Sp Gijon,Celta,0,1,A,9,17,2,5,8,11,7,7,2,5,0,0
Valencia,Sevilla,2,1,H,23,7,9,4,15,18,10,3,2,2,0,0
Villarreal,Getafe,2,0,H,13,16,3,3,9,12,8,5,2,2,0,0
La Coruna,Las Palmas,1,3,A,19,13,5,6,8,9,7,4,1,1,0,0
Levante,Espanol,2,1,H,12,10,4,2,10,12,4,6,5,0,0,0
Celta,Betis,1,1,D,18,9,5,4,14,18,12,4,4,3,0,0
Eibar,Sociedad,2,1,H,9,7,4,4,16,11,2,0,3,3,0,0
Getafe,Real Madrid,1,5,A,12,21,5,11,10,10,5,6,4,1,0,0
Las Palmas,Sp Gijon,1,1,D,10,12,4,2,11,21,3,10,2,5,0,0
Ath Madrid,Granada,3,0,H,8,11,3,0,16,14,4,2,3,5,0,0
Barcelona,Valencia,1,2,A,22,7,7,2,12,15,7,2,3,3,0,0
Malaga,Ath Bilbao,0,1,A,17,6,7,3,13,14,8,2,3,5,0,0
Sevilla,La Coruna,1,1,D,12,5,3,4,15,8,10,0,2,2,0,0
Vallecano,Villarreal,2,1,H,14,6,6,2,14,15,4,3,2,3,0,0
Betis,Las Palmas,1,0,H,20,3,6,0,14,12,6,3,2,1,0,1
Espanol,Celta,1,1,D,8,3,3,1,15,13,2,2,1,1,0,0
Ath Bilbao,Ath Madrid,0,1,A,12,8,6,2,9,6,6,4,0,0,0,0
La Coruna,Barcelona,0,8,A,16,19,5,10,11,8,6,2,1,0,0,0
Malaga,Vallecano,1,1,D,12,11,4,4,19,13,7,7,1,3,0,0
Real Madrid,Villarreal,3,0,H,20,5,6,2,9,8,11,1,2,1,0,0
Sp Gijon,Sevilla,2,1,H,14,18,2,8,7,15,5,7,2,1,0,0
Valencia,Eibar,4,0,H,9,9,6,2,10,6,6,3,1,2,0,0
Granada,Levante,5,1,H,13,15,6,5,16,11,3,4,6,5,0,1
Sociedad,Getafe,1,2,A,14,7,5,3,10,17,8,2,2,4,0,0
Las Palmas,Espanol,4,0,H,14,11,9,5,14,9,5,5,4,4,0,0
Ath Madrid,Malaga,1,0,H,14,7,4,4,6,14,10,4,3,3,0,0
Barcelona,Sp Gijon,6,0,H,24,5,10,3,11,11,6,1,0,2,0,1
Eibar,La Coruna,1,1,D,9,9,2,1,14,8,11,7,0,1,0,0
Vallecano,Real Madrid,2,3,A,11,16,6,6,15,9,4,6,6,1,0,0
Getafe,Valencia,2,2,D,18,5,11,4,14,12,8,2,4,1,0,0
Levante,Ath Bilbao,2,2,D,10,19,5,8,13,8,4,9,2,1,0,0
Sevilla,Betis,2,0,H,13,8,3,2,25,13,8,5,5,4,0,0
Villarreal,Sociedad,0,0,D,8,7,3,2,17,12,3,5,4,1,0,0
Celta,Granada,2,1,H,15,11,4,3,13,15,4,4,2,2,0,0
Sp Gijon,Eibar,2,0,H,3,12,3,6,16,17,1,5,2,2,0,0
Ath Madrid,Vallecano,1,0,H,12,13,6,3,14,12,5,7,1,1,0,0
Betis,Barcelona,0,2,A,2,11,1,4,9,11,2,4,3,3,1,0
Granada,Las Palmas,3,2,H,14,12,5,6,11,9,4,3,3,2,0,0
Sociedad,Real Madrid,0,1,A,11,18,4,6,15,17,6,6,4,4,0,0
Ath Bilbao,Celta,2,1,H,10,5,2,2,12,19,7,2,1,5,0,1
Espanol,Sevilla,1,0,H,11,7,7,0,20,15,4,2,3,3,0,0
La Coruna,Getafe,0,2,A,15,11,5,5,7,19,8,5,1,6,1,0
Valencia,Villarreal,0,2,A,7,8,1,3,15,11,9,3,0,2,0,0
Malaga,Levante,3,1,H,21,11,11,5,18,10,13,7,2,4,0,0
Barcelona,Espanol,5,0,H,13,4,7,1,13,25,8,0,2,7,0,0
Celta,Malaga,1,0,H,12,13,3,5,11,10,4,3,0,2,0,0
Eibar,Betis,1,1,D,21,6,10,3,15,9,8,2,1,3,0,0
Getafe,Sp Gijon,1,1,D,19,9,9,3,15,13,7,3,3,1,0,1
Las Palmas,Ath Bilbao,0,0,D,4,8,2,3,9,18,2,2,1,1,0,0
Levante,Ath Madrid,2,1,H,12,17,5,5,8,11,4,5,1,1,0,0
Real Madrid,Valencia,3,2,H,15,17,8,8,10,11,5,8,1,4,0,1
Sevilla,Granada,1,4,A,12,10,6,6,18,11,5,4,4,1,0,0
Sociedad,Vallecano,2,1,H,12,18,6,5,7,12,5,11,2,1,1,0
Villarreal,La Coruna,0,2,A,11,8,4,4,14,4,8,5,3,1,0,0
Valencia,Sociedad,0,1,A,8,14,0,7,17,12,4,6,2,2,0,0
Ath Bilbao,Sevilla,3,1,H,13,8,6,4,13,11,7,6,1,2,1,2
Ath Madrid,Celta,2,0,H,12,7,5,4,16,16,4,4,4,5,0,0
Granada,Barcelona,0,3,A,8,12,2,10,12,10,5,6,5,2,0,0
La Coruna,Real Madrid,0,2,A,10,16,2,5,6,9,4,8,1,3,0,0
Betis,Getafe,2,1,H,7,14,4,5,8,27,3,2,1,8,0,1
Espanol,Eibar,4,2,H,11,13,7,8,10,14,3,4,4,3,0,0
Malaga,Las Palmas,4,1,H,14,12,8,7,16,10,3,6,1,1,0,0
Sp Gijon,Villarreal,2,0,H,16,10,7,5,9,6,4,1,1,2,0,0
Vallecano,Levante,3,1,H,21,8,9,2,12,8,9,3,1,3,0,0
Almeria,Espanol,1,1,D,19,12,6,2,8,9,11,7,3,2,0,1
Granada,La Coruna,2,1,H,10,7,3,1,13,26,5,3,1,2,0,0
Malaga,Ath Bilbao,1,0,H,12,12,3,5,13,9,5,4,3,3,2,0
Sevilla,Valencia,1,1,D,10,11,3,1,23,8,3,3,4,2,0,1
Barcelona,Elche,3,0,H,12,3,6,0,11,13,3,1,0,1,1,0
Celta,Getafe,3,1,H,20,12,8,3,19,15,4,4,4,1,0,0
Eibar,Sociedad,1,0,H,12,19,5,4,13,14,5,6,4,1,0,0
Levante,Villarreal,0,2,A,9,12,2,6,11,14,3,4,1,3,0,0
Real Madrid,Cordoba,2,0,H,14,8,8,2,9,13,8,5,1,2,0,0
Vallecano,Ath Madrid,0,0,D,8,9,2,2,13,17,2,4,2,2,0,0
Getafe,Almeria,1,0,H,12,11,3,4,17,11,2,3,3,2,0,0
Valencia,Malaga,3,0,H,14,17,4,4,18,11,4,6,1,2,0,1
Ath Bilbao,Levante,3,0,H,10,10,5,2,13,17,2,11,1,4,0,0
Ath Madrid,Eibar,2,1,H,15,8,6,2,12,18,5,5,3,0,0,0
Cordoba,Celta,1,1,D,6,9,1,4,14,17,1,6,1,4,0,0
Espanol,Sevilla,1,2,A,4,13,2,6,20,24,3,7,4,2,0,0
Elche,Granada,1,1,D,15,5,3,4,12,17,8,4,4,4,0,0
La Coruna,Vallecano,2,2,D,10,12,5,2,16,18,2,4,4,6,0,0
Sociedad,Real Madrid,4,2,H,13,19,5,5,18,12,8,6,1,2,0,0
Villarreal,Barcelona,0,1,A,9,20,0,8,12,9,3,10,0,2,0,0
Almeria,Cordoba,1,1,D,12,11,2,4,14,22,8,2,4,4,0,0
Barcelona,Ath Bilbao,2,0,H,15,3,8,2,12,11,5,1,1,1,0,0
Celta,Sociedad,2,2,D,13,20,6,5,13,15,5,8,1,5,0,0
Malaga,Levante,0,0,D,18,10,7,0,10,15,20,1,1,2,0,0
Real Madrid,Ath Madrid,1,2,A,21,9,4,2,12,12,4,4,4,7,0,0
Granada,Villarreal,0,0,D,9,14,3,3,12,13,9,5,3,2,0,0
Sevilla,Getafe,2,0,H,12,7,4,1,10,25,8,5,2,6,0,0
Valencia,Espanol,3,1,H,11,8,6,3,15,13,7,8,1,1,0,0
Vallecano,Elche,2,3,A,14,12,4,5,11,23,6,5,2,2,0,0
Eibar,La Coruna,0,1,A,14,4,2,1,11,23,4,8,0,5,0,0
Elche,Eibar,0,2,A,15,8,6,4,9,10,10,7,2,1,0,0
Ath Bilbao,Granada,0,1,A,13,3,5,2,14,20,7,5,2,4,0,0
Ath Madrid,Celta,2,2,D,18,5,8,5,9,17,6,3,1,3,0,0
Espanol,Malaga,2,2,D,13,9,8,3,14,16,7,2,2,3,0,0
