HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Granada,Celta,0,0,D,0,0,0,14,6,0,2,14,11,6,1,3
Sevilla,Osasuna,3,2,H,2,0,5,12,14,5,4,9,14,7,1,2
Ath Bilbao,Villarreal,1,0,H,0,0,6,18,10,6,3,11,13,5,6,6
Espanol,Ath Madrid,1,1,D,1,0,3,9,5,3,2,20,18,3,4,3
Mallorca,Getafe,0,1,A,0,0,1,4,9,1,5,13,24,4,3,4
Real Madrid,Barcelona,2,0,H,0,0,5,13,9,5,4,13,10,8,2,2
Alaves,Valencia,1,1,D,0,1,2,13,6,2,2,9,10,3,3,5
Eibar,Mallorca,1,2,A,0,1,2,13,10,2,4,16,8,4,3,5
Ath Madrid,Sevilla,2,2,D,2,2,3,21,12,3,4,14,16,8,4,2
Barcelona,Sociedad,1,0,H,0,0,6,13,9,6,1,12,10,4,4,4
Getafe,Celta,0,0,D,0,0,6,19,3,6,2,18,14,9,1,6
Osasuna,Espanol,1,0,H,0,0,6,17,8,6,2,17,12,6,2,3
Valladolid,Ath Bilbao,1,4,A,0,2,2,19,10,2,5,9,13,8,1,1
Levante,Granada,1,1,D,1,0,3,11,10,3,7,21,13,6,4,3
Villarreal,Leganes,1,2,A,1,0,5,15,12,5,7,10,11,2,5,4
Betis,Real Madrid,2,1,H,1,1,3,14,13,3,4,8,11,6,2,1
Eibar,Sociedad,1,2,A,0,1,4,13,6,4,2,12,10,3,1,3
Sevilla,Betis,2,0,H,0,0,5,13,12,5,1,13,16,11,2,0
Granada,Getafe,2,1,H,0,1,4,10,6,4,2,17,16,2,3,6
Valencia,Levante,1,1,D,0,0,3,12,14,3,4,11,13,0,6,1
Espanol,Alaves,2,0,H,1,0,9,19,1,9,0,16,19,2,1,4
Celta,Villarreal,0,1,A,0,0,0,4,15,0,4,5,20,2,8,1
Leganes,Valladolid,1,2,A,0,1,2,11,6,2,2,21,20,2,1,2
Mallorca,Barcelona,0,4,A,0,2,3,13,12,3,7,16,5,9,3,1
Ath Bilbao,Ath Madrid,1,1,D,1,1,3,10,9,3,2,10,9,5,7,3
Real Madrid,Eibar,3,1,H,3,0,5,6,9,5,5,11,12,3,3,1
Sociedad,Osasuna,1,1,D,0,1,4,9,8,4,1,5,12,1,6,1
Levante,Sevilla,1,1,D,0,0,5,11,10,5,4,12,10,5,6,1
Betis,Granada,2,2,D,0,1,6,18,8,6,5,13,18,11,2,2
Getafe,Espanol,0,0,D,0,0,4,21,5,4,3,15,9,5,5,3
Villarreal,Mallorca,1,0,H,1,0,4,10,15,4,5,16,10,2,6,3
Barcelona,Leganes,2,0,H,1,0,5,10,6,5,2,16,16,3,2,5
Eibar,Ath Bilbao,2,2,D,1,1,6,12,6,6,3,10,11,8,3,3
Valladolid,Celta,0,0,D,0,0,1,6,11,1,4,18,15,5,8,3
Osasuna,Ath Madrid,0,5,A,0,1,3,13,10,3,6,12,8,3,2,3
Alaves,Sociedad,2,0,H,0,0,7,15,9,7,1,21,11,5,6,3
Real Madrid,Valencia,3,0,H,0,0,14,19,4,14,2,12,11,8,2,0
Granada,Villarreal,0,1,A,0,1,4,14,5,4,1,17,15,5,0,0
Mallorca,Leganes,1,1,D,1,0,3,7,16,3,4,15,11,3,7,3
Sevilla,Barcelona,0,0,D,0,0,4,8,10,4,4,17,8,2,9,3
Espanol,Levante,1,3,A,1,1,3,10,14,3,8,11,10,8,5,2
Ath Bilbao,Betis,1,0,H,1,0,3,12,9,3,5,16,11,11,5,4
Getafe,Eibar,1,1,D,1,1,2,9,8,2,2,18,15,2,1,3
Ath Madrid,Valladolid,1,0,H,0,0,4,15,6,4,2,14,12,10,1,4
Celta,Alaves,6,0,H,4,0,10,15,4,10,2,14,10,7,4,1
Valencia,Osasuna,2,0,H,2,0,3,7,13,3,3,7,19,1,7,1
Sociedad,Real Madrid,1,2,A,0,0,2,10,10,2,6,16,15,4,1,4
Villarreal,Sevilla,2,2,D,2,1,5,7,14,5,6,16,12,3,8,3
Leganes,Granada,0,0,D,0,0,3,9,4,3,1,12,16,4,2,4
Levante,Ath Madrid,0,1,A,0,1,0,12,12,0,7,12,14,10,4,4
Valladolid,Getafe,1,1,D,1,1,2,6,15,2,1,12,19,7,8,5
Barcelona,Ath Bilbao,1,0,H,0,0,4,18,6,4,0,10,16,6,2,2
Alaves,Osasuna,0,1,A,0,0,0,5,7,0,1,12,14,7,3,2
Sociedad,Celta,0,1,A,0,1,6,13,4,6,1,18,15,7,3,4
Real Madrid,Mallorca,2,0,H,1,0,6,14,11,6,4,18,12,5,4,4
Eibar,Valencia,1,0,H,1,0,5,14,7,5,0,12,7,10,8,4
Betis,Espanol,1,0,H,0,0,6,13,9,6,2,18,18,6,5,4
Sevilla,Valladolid,1,1,D,0,1,3,15,11,3,5,16,17,5,1,3
Ath Bilbao,Mallorca,3,1,H,2,0,6,12,14,6,2,17,16,1,8,1
Celta,Barcelona,2,2,D,0,1,6,10,18,6,2,19,10,3,8,3
Osasuna,Leganes,2,1,H,1,0,5,6,21,5,7,12,15,2,4,1
Ath Madrid,Alaves,2,1,H,0,0,4,14,6,4,2,13,14,3,1,3
Levante,Betis,4,2,H,2,0,4,9,17,4,8,13,14,2,5,0
Villarreal,Valencia,2,0,H,2,0,4,17,4,4,0,9,18,1,4,0
Granada,Eibar,1,2,A,0,1,5,14,13,5,6,8,13,8,5,1
Espanol,Real Madrid,0,1,A,0,1,5,8,14,5,6,18,12,0,5,1
Getafe,Sociedad,2,1,H,1,0,4,11,5,4,1,22,11,5,4,6
Mallorca,Celta,5,1,H,3,0,7,9,12,7,8,16,12,2,11,3
Leganes,Sevilla,0,3,A,0,2,3,9,11,3,6,23,10,4,2,4
Barcelona,Ath Madrid,2,2,D,1,1,5,12,10,5,3,11,15,3,1,3
Alaves,Granada,0,2,A,0,1,4,11,7,4,4,18,17,6,2,3
Valencia,Ath Bilbao,0,2,A,0,1,1,10,12,1,4,9,12,3,5,1
Betis,Villarreal,0,2,A,0,2,1,9,15,1,6,10,16,1,5,4
Valladolid,Levante,0,0,D,0,0,4,15,8,4,3,10,12,8,3,2
Eibar,Osasuna,0,2,A,0,1,4,11,9,4,6,8,12,9,4,1
Sociedad,Espanol,2,1,H,0,1,4,12,4,4,3,11,15,4,3,2
Real Madrid,Getafe,1,0,H,0,0,4,8,10,4,3,15,22,6,5,5
Ath Madrid,Mallorca,3,0,H,2,0,3,15,13,3,1,14,11,4,5,2
Celta,Betis,1,1,D,1,0,1,5,10,1,3,20,18,2,8,5
Valladolid,Alaves,1,0,H,0,0,3,5,7,3,0,13,17,1,3,0
Granada,Valencia,2,2,D,0,0,4,17,4,4,3,18,14,7,3,2
Ath Bilbao,Real Madrid,0,1,A,0,0,1,7,10,1,4,13,8,3,2,4
Espanol,Leganes,0,1,A,0,0,2,7,4,2,2,14,22,0,3,4
Osasuna,Getafe,0,0,D,0,0,2,6,6,2,1,17,18,2,2,5
Villarreal,Barcelona,1,4,A,1,3,4,11,18,4,12,11,11,2,6,1
Levante,Sociedad,1,1,D,1,1,4,9,8,4,3,17,12,4,2,3
Sevilla,Eibar,1,0,H,0,0,3,8,19,3,3,11,16,11,8,2
Valencia,Valladolid,2,1,H,1,0,4,10,11,4,5,9,5,5,2,3
Celta,Ath Madrid,1,1,D,0,1,4,9,10,4,2,14,13,6,2,3
Betis,Osasuna,3,0,H,2,0,8,14,8,8,2,9,17,5,8,1
Getafe,Villarreal,1,3,A,0,0,2,5,6,2,3,19,10,1,3,4
Barcelona,Espanol,1,0,H,0,0,2,9,11,2,2,8,12,6,5,0
Eibar,Leganes,0,0,D,0,0,1,4,10,1,1,21,13,8,1,3
Mallorca,Levante,2,0,H,1,0,5,15,14,5,2,11,20,1,5,3
Ath Bilbao,Sevilla,1,2,A,1,0,4,13,20,4,7,18,9,4,7,3
Sociedad,Granada,2,3,A,0,2,5,19,4,5,3,12,13,8,3,2
Real Madrid,Alaves,2,0,H,1,0,8,18,10,8,4,5,17,3,2,0
Osasuna,Celta,2,1,H,1,1,5,15,12,5,3,10,11,3,4,2
Valladolid,Barcelona,0,1,A,0,1,4,13,9,4,6,15,13,4,5,2
Ath Madrid,Betis,1,0,H,0,0,4,9,21,4,3,10,10,2,4,1
Espanol,Eibar,0,2,A,0,2,3,14,11,3,6,13,14,7,2,2
Levante,Ath Bilbao,1,2,A,0,2,1,5,12,1,5,10,15,2,6,0
Leganes,Valencia,1,0,H,1,0,1,10,16,1,5,21,9,2,8,4
Sevilla,Mallorca,2,0,H,1,0,5,14,14,5,5,14,7,5,5,3
Alaves,Getafe,0,0,D,0,0,1,3,14,1,4,26,15,2,4,4
Villarreal,Sociedad,1,2,A,0,0,3,9,11,3,6,12,11,2,10,2
Granada,Real Madrid,1,2,A,0,2,4,13,11,4,5,18,18,4,3,2
Eibar,Valladolid,3,1,H,2,0,7,13,17,7,8,19,13,3,12,4
Ath Bilbao,Leganes,0,2,A,0,0,3,10,16,3,4,11,11,3,3,2
Barcelona,Osasuna,1,2,A,0,1,3,19,9,3,5,7,14,10,2,4
Betis,Alaves,1,2,A,0,0,7,14,9,7,5,14,18,6,5,6
Celta,Levante,2,3,A,2,2,6,16,8,6,4,11,15,8,4,3
Getafe,Ath Madrid,0,2,A,0,0,6,15,11,6,3,14,11,4,3,1
Mallorca,Granada,1,2,A,1,1,5,18,14,5,6,14,18,5,6,7
Real Madrid,Villarreal,2,1,H,1,0,7,12,8,7,4,13,13,4,2,3
Sociedad,Sevilla,0,0,D,0,0,4,11,8,4,3,16,13,3,2,1
Valencia,Espanol,1,0,H,1,0,3,9,18,3,6,9,18,4,4,2
Alaves,Barcelona,0,5,A,0,3,0,8,16,0,8,17,15,2,1,0
Valladolid,Betis,2,0,H,1,0,4,13,10,4,3,17,10,3,5,2
Villarreal,Eibar,4,0,H,0,0,5,12,11,5,3,4,9,4,4,0
Ath Madrid,Sociedad,1,1,D,1,0,3,6,10,3,4,16,9,2,3,1
Espanol,Celta,0,0,D,0,0,1,8,9,1,3,10,11,1,4,2
Granada,Ath Bilbao,4,0,H,1,0,6,11,11,6,3,10,11,2,3,1
Leganes,Real Madrid,2,2,D,1,1,7,15,7,7,4,9,11,5,2,4
Levante,Getafe,1,0,H,0,0,4,13,13,4,4,10,12,6,8,2
Osasuna,Mallorca,2,2,D,1,1,5,12,12,5,4,17,10,3,5,2
Sevilla,Valencia,1,0,H,0,0,4,16,8,4,2,11,6,4,7,0
Betis,Levante,0,3,A,22,6,8,4,10,10,5,3,0,2,0,0
Girona,Valladolid,0,0,D,13,2,1,1,21,20,3,2,1,1,0,0
Barcelona,Alaves,3,0,H,25,3,9,0,6,13,7,1,0,2,0,0
Celta,Espanol,1,1,D,12,14,2,5,13,14,8,7,3,2,0,0
Villarreal,Sociedad,1,2,A,16,8,7,4,16,10,4,6,2,3,0,0
Eibar,Huesca,1,2,A,18,8,6,6,12,13,7,0,1,1,0,0
Real Madrid,Getafe,2,0,H,10,4,3,1,11,27,3,0,1,7,0,0
Vallecano,Sevilla,1,4,A,13,17,2,8,6,15,2,6,1,0,0,0
Ath Bilbao,Leganes,2,1,H,17,12,5,2,12,13,6,2,4,5,0,0
Valencia,Ath Madrid,1,1,D,13,9,4,3,10,15,4,10,2,3,0,0
Getafe,Eibar,2,0,H,7,9,4,0,14,11,5,5,2,1,0,0
Leganes,Sociedad,2,2,D,18,7,5,6,12,9,5,0,1,2,0,0
Alaves,Betis,0,0,D,16,13,4,5,17,15,5,6,3,1,0,0
Ath Madrid,Vallecano,1,0,H,9,13,2,3,7,8,8,5,1,1,0,0
Valladolid,Barcelona,0,1,A,7,10,4,5,13,11,6,10,1,1,0,0
Espanol,Valencia,2,0,H,19,16,9,4,16,12,6,10,1,1,0,0
Girona,Real Madrid,1,4,A,10,20,5,8,13,11,4,7,2,3,0,0
Sevilla,Villarreal,0,0,D,19,14,2,6,13,14,4,5,3,2,0,0
Ath Bilbao,Huesca,2,2,D,14,9,4,4,17,17,3,2,2,2,0,0
Levante,Celta,1,2,A,15,21,6,9,14,8,7,7,2,3,0,0
Eibar,Sociedad,2,1,H,8,7,2,2,18,15,4,2,3,2,0,0
Getafe,Valladolid,0,0,D,12,7,3,4,22,14,6,7,3,1,0,0
Villarreal,Girona,0,1,A,13,14,3,6,15,11,7,2,3,2,0,0
Celta,Ath Madrid,2,0,H,10,9,4,0,12,14,2,8,4,5,0,1
Real Madrid,Leganes,4,1,H,17,8,8,3,11,11,8,1,1,1,0,0
Alaves,Espanol,2,1,H,8,11,5,7,19,13,0,12,4,3,0,0
Barcelona,Huesca,8,2,H,31,7,15,3,6,12,9,4,1,2,0,0
Betis,Sevilla,1,0,H,11,8,3,2,15,17,5,8,3,6,0,1
Levante,Valencia,2,2,D,13,18,4,5,14,10,3,5,4,2,1,0
Huesca,Vallecano,0,1,A,14,14,4,2,16,18,6,3,2,1,0,0
Ath Bilbao,Real Madrid,1,1,D,11,16,3,6,18,6,1,2,6,2,0,0
Ath Madrid,Eibar,1,1,D,18,12,9,3,5,21,14,3,2,2,0,0
Sociedad,Barcelona,1,2,A,8,12,5,6,18,8,1,6,1,1,0,0
Valencia,Betis,0,0,D,12,11,2,6,22,9,5,4,6,3,0,0
Espanol,Levante,1,0,H,22,16,9,4,17,13,5,4,1,2,0,0
Leganes,Villarreal,0,1,A,16,9,3,3,16,9,6,1,4,3,0,0
Sevilla,Getafe,0,2,A,15,10,1,5,10,22,7,1,3,6,0,0
Valladolid,Alaves,0,1,A,15,10,5,4,9,12,7,2,3,2,0,0
Girona,Celta,3,2,H,11,20,6,7,15,11,3,1,1,3,0,1
Huesca,Sociedad,0,1,A,13,7,3,1,16,12,7,5,5,3,0,2
Celta,Valladolid,3,3,D,12,14,5,4,9,11,7,8,2,2,0,0
Eibar,Leganes,1,0,H,14,4,3,2,16,17,5,2,1,1,0,0
Getafe,Ath Madrid,0,2,A,11,7,2,4,12,15,1,5,1,2,1,0
Real Madrid,Espanol,1,0,H,19,10,5,3,5,16,8,3,2,2,0,0
Vallecano,Alaves,1,5,A,13,11,4,7,14,12,8,4,1,2,1,0
Barcelona,Girona,2,2,D,22,7,11,6,9,16,8,2,3,5,1,0
Betis,Ath Bilbao,2,2,D,15,7,3,4,13,20,6,1,2,7,0,1
Levante,Sevilla,2,6,A,19,20,10,9,5,18,8,4,1,1,0,0
Villarreal,Valencia,0,0,D,11,12,1,2,12,12,8,6,4,1,0,1
Ath Madrid,Huesca,3,0,H,17,8,5,1,1,14,4,3,0,2,0,0
Espanol,Eibar,1,0,H,9,8,5,1,8,8,4,3,2,2,0,0
Sociedad,Vallecano,2,2,D,16,11,6,6,12,18,8,5,4,3,0,0
Ath Bilbao,Villarreal,0,3,A,12,19,2,6,3,14,6,4,1,1,0,0
Leganes,Barcelona,2,1,H,10,9,6,5,15,11,4,5,4,2,0,0
Sevilla,Real Madrid,3,0,H,16,21,7,3,16,12,5,6,3,4,0,0
Valencia,Celta,1,1,D,14,9,5,3,18,7,0,2,1,3,0,0
Alaves,Getafe,1,1,D,15,13,2,5,8,22,5,7,4,2,0,0
Girona,Betis,0,1,A,8,14,2,6,17,14,5,1,1,3,0,0
Valladolid,Levante,2,1,H,20,9,6,4,17,10,8,6,1,4,0,1
Vallecano,Espanol,2,2,D,11,12,5,5,13,16,5,3,3,3,0,0
Barcelona,Ath Bilbao,1,1,D,20,8,8,2,9,18,4,3,3,3,0,0
Eibar,Sevilla,1,3,A,15,7,2,5,16,9,6,3,2,3,0,0
Real Madrid,Ath Madrid,0,0,D,15,8,6,3,7,17,8,6,3,4,0,0
Sociedad,Valencia,0,1,A,10,9,5,2,13,18,3,0,3,5,0,0
Betis,Leganes,1,0,H,17,11,4,5,7,10,7,1,0,4,0,0
Huesca,Girona,1,1,D,13,14,6,4,14,14,5,5,4,2,0,0
Levante,Alaves,2,1,H,14,14,4,2,22,19,9,4,7,1,0,0
Villarreal,Valladolid,0,1,A,27,9,7,3,17,12,7,2,3,3,0,0
Celta,Getafe,1,1,D,8,12,2,4,13,15,3,9,2,2,0,0
Ath Bilbao,Sociedad,1,3,A,13,6,5,3,15,19,11,0,6,5,0,0
Alaves,Real Madrid,1,0,H,8,13,4,6,20,10,4,3,1,0,0,0
Getafe,Levante,0,1,A,15,12,4,3,17,18,10,2,4,5,1,0
Girona,Eibar,2,3,A,10,12,3,4,9,17,4,9,3,6,0,0
Leganes,Vallecano,1,0,H,13,6,4,2,12,12,6,4,1,4,0,1
Ath Madrid,Betis,1,0,H,13,5,5,0,16,10,6,4,5,3,0,0
Espanol,Villarreal,3,1,H,28,13,12,6,13,8,10,3,3,2,0,0
Sevilla,Celta,2,1,H,12,13,3,5,14,9,8,8,3,4,0,1
Valencia,Barcelona,1,1,D,10,10,3,5,11,6,5,2,2,2,0,0
Valladolid,Huesca,1,0,H,9,11,3,1,9,13,6,2,1,2,0,0
Celta,Alaves,0,1,A,19,9,9,2,9,12,6,2,2,3,0,0
Barcelona,Sevilla,4,2,H,23,19,9,7,10,16,5,7,0,1,0,0
Real Madrid,Levante,1,2,A,34,6,12,2,10,19,15,1,1,2,0,0
Valencia,Leganes,1,1,D,18,7,4,5,9,13,10,1,1,2,0,0
Villarreal,Ath Madrid,1,1,D,18,15,6,4,16,9,8,7,3,1,0,0
Betis,Valladolid,0,1,A,20,6,4,2,7,10,9,6,0,4,0,0
Eibar,Ath Bilbao,1,1,D,18,6,6,3,7,13,8,2,2,3,0,0
Huesca,Espanol,0,2,A,10,6,2,2,21,14,6,4,3,3,0,0
Vallecano,Getafe,1,2,A,10,5,3,2,14,25,6,2,5,5,1,0
Sociedad,Girona,0,0,D,14,12,8,2,14,15,7,6,3,1,0,0
Vallecano,Ath Bilbao,1,1,D,11,12,3,4,14,9,5,4,1,1,0,0
Valladolid,Espanol,1,1,D,15,11,2,4,16,16,5,2,4,2,0,0
Ath Bilbao,Valencia,0,0,D,13,11,2,3,25,22,5,2,2,5,0,0
Ath Madrid,Sociedad,2,0,H,14,7,4,0,10,7,10,1,2,1,0,0
Celta,Eibar,4,0,H,10,17,6,5,9,8,2,8,0,0,0,0
Girona,Vallecano,2,1,H,14,14,6,5,11,16,4,7,1,3,1,0
Levante,Leganes,2,0,H,9,21,4,6,12,14,3,2,2,2,0,0
Alaves,Villarreal,2,1,H,19,9,6,2,9,11,8,4,1,1,0,0
Barcelona,Real Madrid,5,1,H,13,15,8,4,17,14,4,2,2,2,0,0
Getafe,Betis,2,0,H,16,7,7,3,9,14,5,4,1,2,0,0
Sevilla,Huesca,2,1,H,15,11,4,2,9,14,4,2,2,3,0,0
Leganes,Ath Madrid,1,1,D,8,9,3,4,18,12,4,7,4,2,0,0
Real Madrid,Valladolid,2,0,H,16,12,7,2,14,7,8,6,1,0,0,0
Valencia,Girona,0,1,A,27,5,9,3,14,13,11,2,4,4,0,0
Vallecano,Barcelona,2,3,A,11,9,5,5,23,11,3,1,4,2,0,0
Betis,Celta,3,3,D,14,14,6,7,12,11,4,4,4,2,0,0
Eibar,Alaves,2,1,H,23,9,8,3,11,7,13,1,4,0,1,1
Huesca,Getafe,1,1,D,18,8,7,2,18,13,10,2,5,3,0,0
Sociedad,Sevilla,0,0,D,10,8,1,1,8,17,7,7,1,3,0,0
Villarreal,Levante,1,1,D,23,13,4,2,14,10,5,4,3,3,0,0
Espanol,Ath Bilbao,1,0,H,8,10,3,2,15,13,2,1,1,3,0,0
Levante,Sociedad,1,3,A,17,15,2,4,17,12,6,4,6,1,0,0
Ath Madrid,Ath Bilbao,3,2,H,9,6,3,5,8,15,12,2,5,4,0,1
Getafe,Valencia,0,1,A,17,7,3,3,23,8,6,4,3,3,1,0
Girona,Leganes,0,0,D,5,10,0,1,13,13,0,6,1,4,0,0
Valladolid,Eibar,0,0,D,9,16,1,6,16,15,4,4,2,4,0,1
Alaves,Huesca,2,1,H,13,9,5,2,20,13,5,4,3,4,0,0
Barcelona,Betis,3,4,A,20,15,5,8,13,11,10,5,4,2,1,0
Celta,Real Madrid,2,4,A,15,14,4,5,19,13,5,1,4,2,1,0
Sevilla,Espanol,2,1,H,23,15,10,7,18,10,6,3,4,2,0,0
Vallecano,Villarreal,2,2,D,15,11,7,5,7,12,8,4,1,3,0,1
Leganes,Alaves,1,0,H,13,7,6,2,10,13,5,3,2,4,0,0
Ath Madrid,Barcelona,1,1,D,3,8,1,2,19,12,2,8,5,3,0,0
Eibar,Real Madrid,3,0,H,14,9,8,3,17,8,5,4,2,1,0,0
Huesca,Levante,2,2,D,32,5,12,3,11,8,7,2,4,3,1,0
Valencia,Vallecano,3,0,H,13,13,10,3,15,14,6,5,2,4,0,1
Ath Bilbao,Getafe,1,1,D,8,15,4,2,10,12,2,2,5,4,0,0
Espanol,Girona,1,3,A,18,16,10,11,16,14,8,3,3,4,0,0
Sevilla,Valladolid,1,0,H,17,13,9,5,15,15,8,6,3,3,0,0
Villarreal,Betis,2,1,H,13,13,8,6,15,13,5,4,2,1,0,0
Sociedad,Celta,2,1,H,15,6,8,2,12,14,6,2,2,2,0,0
Vallecano,Eibar,1,0,H,5,13,2,5,15,12,1,4,5,3,0,0
Celta,Huesca,2,0,H,12,8,5,3,14,14,4,4,2,3,0,0
Getafe,Espanol,3,0,H,14,8,5,2,17,16,7,4,3,2,0,0
Real Madrid,Valencia,2,0,H,13,7,3,2,11,10,2,2,1,3,0,0
Valladolid,Leganes,2,4,A,20,14,6,5,5,13,6,5,0,3,0,0
Alaves,Sevilla,1,1,D,11,14,3,3,21,14,2,5,3,3,0,0
Barcelona,Villarreal,2,0,H,16,12,7,2,9,17,11,1,2,4,0,0
Betis,Sociedad,1,0,H,6,6,4,4,18,18,6,4,4,2,0,0
Girona,Ath Madrid,1,1,D,13,17,3,3,8,16,2,9,0,5,0,0
Levante,Ath Bilbao,3,0,H,17,12,7,3,11,15,2,6,3,5,0,1
Leganes,Getafe,1,1,D,17,6,5,2,12,13,7,2,1,2,1,0
Ath Madrid,Alaves,3,0,H,12,13,5,3,20,15,5,5,5,4,0,0
Espanol,Barcelona,0,4,A,15,17,3,9,16,10,11,4,1,0,0,0
Valencia,Sevilla,1,1,D,16,11,6,3,13,17,6,4,0,4,0,0
Villarreal,Celta,2,3,A,13,14,3,7,12,10,6,1,3,3,0,0
Betis,Vallecano,2,0,H,8,12,3,3,13,20,2,9,2,3,0,0
Eibar,Levante,4,4,D,32,14,7,5,11,7,12,3,2,2,0,0
Huesca,Real Madrid,0,1,A,11,5,4,4,12,10,11,6,2,2,0,0
Sociedad,Valladolid,1,2,A,23,10,5,6,9,16,11,6,2,2,0,0
Ath Bilbao,Girona,1,0,H,25,3,10,1,17,15,11,0,3,1,0,0
Celta,Leganes,0,0,D,15,5,2,2,11,11,10,0,3,3,0,0
Eibar,Valencia,1,1,D,18,11,6,4,11,15,4,2,0,1,0,0
Getafe,Sociedad,1,0,H,9,9,2,4,24,14,2,3,3,4,0,0
Real Madrid,Vallecano,1,0,H,9,11,4,3,15,18,4,4,0,3,0,0
Valladolid,Ath Madrid,2,3,A,8,14,2,5,16,13,9,3,4,1,0,0
Espanol,Betis,1,3,A,10,12,3,5,23,10,0,4,3,4,0,0
Huesca,Villarreal,2,2,D,30,10,13,5,12,11,13,2,4,5,0,1
Levante,Barcelona,0,5,A,20,16,6,9,12,9,15,3,2,3,1,0
Sevilla,Girona,2,0,H,17,8,5,2,18,12,5,3,2,1,0,0
Alaves,Ath Bilbao,0,0,D,11,6,2,3,16,13,5,3,2,2,0,0
Girona,Getafe,1,1,D,12,5,4,2,9,13,4,1,1,2,0,0
Sociedad,Alaves,0,1,A,18,9,4,3,14,11,10,1,2,4,0,0
Ath Bilbao,Valladolid,1,1,D,8,5,3,2,25,12,3,1,3,2,0,0
Ath Madrid,Espanol,1,0,H,8,18,5,4,16,13,5,9,1,1,0,0
Barcelona,Celta,2,0,H,9,11,5,1,14,15,4,6,0,1,0,0
Betis,Eibar,1,1,D,4,15,2,4,11,13,4,11,2,4,0,0
Leganes,Sevilla,1,1,D,13,8,4,2,14,9,3,6,3,3,0,1
Valencia,Huesca,2,1,H,19,11,8,4,14,15,12,5,7,4,0,0
Vallecano,Levante,2,1,H,18,12,8,7,13,10,3,5,2,2,0,0
Villarreal,Real Madrid,2,2,D,12,14,4,7,12,13,6,4,2,2,0,0
Espanol,Leganes,1,0,H,12,10,1,2,10,17,3,6,2,5,0,1
Levante,Girona,2,2,D,19,9,8,2,18,16,8,2,3,1,1,0
Alaves,Valencia,2,1,H,14,14,5,2,10,13,2,6,3,3,0,0
Huesca,Betis,2,1,H,11,7,6,1,21,7,4,6,3,2,0,0
Valladolid,Vallecano,0,1,A,12,9,5,5,16,23,9,5,0,3,0,0
Eibar,Villarreal,0,0,D,24,7,6,4,12,17,13,1,0,2,0,0
Getafe,Barcelona,1,2,A,10,12,2,8,23,12,4,4,4,3,0,0
Real Madrid,Sociedad,0,2,A,28,12,8,4,13,13,10,4,5,1,1,0
Sevilla,Ath Madrid,1,1,D,15,12,5,7,15,11,4,5,5,7,0,0
Celta,Ath Bilbao,1,2,A,17,8,3,4,16,21,3,2,2,5,0,0
Vallecano,Celta,4,2,H,11,13,8,4,12,8,7,5,4,1,0,0
Girona,Alaves,1,1,D,9,15,4,4,21,14,6,3,4,2,0,0
Leganes,Huesca,1,0,H,14,9,7,3,11,9,4,4,3,3,0,0
Valencia,Valladolid,1,1,D,17,6,5,1,15,18,7,0,2,5,0,0
Villarreal,Getafe,1,2,A,17,9,6,4,14,13,6,1,5,3,0,0
Ath Bilbao,Sevilla,2,0,H,10,10,3,4,14,14,7,6,4,3,0,0
Ath Madrid,Levante,1,0,H,19,7,5,2,9,17,5,2,0,3,0,0
Barcelona,Eibar,3,0,H,7,15,6,2,10,12,2,3,2,1,0,0
Betis,Real Madrid,1,2,A,9,14,2,5,9,13,6,5,2,3,0,0
Sociedad,Espanol,3,2,H,9,21,4,2,15,12,7,3,7,4,1,0
Getafe,Alaves,4,0,H,12,6,5,0,17,18,4,2,0,4,0,0
Celta,Valencia,1,2,A,12,13,4,8,18,12,4,6,4,3,0,0
Huesca,Ath Madrid,0,3,A,14,15,3,8,15,13,6,5,2,2,0,0
Real Madrid,Sevilla,2,0,H,23,4,6,1,9,14,7,4,2,3,0,0
Barcelona,Leganes,3,1,H,15,5,7,2,12,18,5,1,3,3,0,0
Betis,Girona,3,2,H,12,8,5,5,9,12,7,2,2,4,0,0
Levante,Valladolid,2,0,H,13,13,4,3,12,18,3,2,6,5,0,0
Vallecano,Sociedad,2,2,D,11,10,4,4,14,10,2,9,2,1,0,0
Villarreal,Ath Bilbao,1,1,D,3,9,1,2,17,13,1,3,4,1,0,0
Eibar,Espanol,3,0,H,16,6,9,0,16,10,6,2,2,5,0,0
Ath Madrid,Getafe,2,0,H,10,6,6,2,11,26,3,6,2,7,0,2
Leganes,Eibar,2,2,D,9,5,3,2,15,14,4,5,2,3,0,0
Sevilla,Levante,5,0,H,23,7,9,0,15,13,5,8,2,1,0,0
Valencia,Villarreal,3,0,H,18,14,9,5,13,8,7,4,1,3,0,0
Ath Bilbao,Betis,1,0,H,11,8,2,2,20,6,6,4,4,2,1,0
Espanol,Real Madrid,2,4,A,13,16,6,9,15,17,1,6,3,4,0,1
Girona,Barcelona,0,2,A,13,15,5,7,18,12,3,8,5,3,1,0
Sociedad,Huesca,0,0,D,8,8,1,1,9,22,5,2,0,3,0,0
Valladolid,Celta,2,1,H,19,8,7,3,15,19,7,5,2,5,0,1
Alaves,Vallecano,0,1,A,16,14,1,3,14,19,7,4,2,5,0,0
Huesca,Valladolid,4,0,H,11,9,7,4,17,11,7,7,6,2,0,0
